t, a, b, c, d, e, f
1.0730e-01, 11, -14, -4, 10, -32, -45
1.0735e-01, 11, -14, -4, 11, -31, -42
1.0740e-01, 11, -14, -4, 11, -31, -42
1.0745e-01, 13, -16, -4, 15, -30, -40
1.0750e-01, 13, -16, -4, 15, -30, -40
1.0755e-01, 14, -13, -3, 19, -29, -37
1.0760e-01, 14, -13, -3, 19, -29, -37
1.0765e-01, 12, -12, -3, 18, -31, -38
1.0770e-01, 12, -12, -3, 18, -31, -38
1.0775e-01, 10, -9, -2, 21, -29, -35
1.0780e-01, 10, -9, -2, 21, -29, -35
1.0785e-01, 13, -10, -2, 23, -26, -35
1.0790e-01, 13, -10, -2, 23, -26, -35
1.0795e-01, 9, -8, -2, 24, -27, -31
1.0800e-01, 9, -8, -2, 24, -27, -31
1.0805e-01, 10, -6, -2, 28, -22, -33
1.0810e-01, 10, -6, -2, 28, -22, -33
1.0815e-01, 9, -1, 0, 25, -20, -35
1.0820e-01, 9, -1, 0, 25, -20, -35
1.0825e-01, 8, 0, 0, 27, -25, -34
1.0830e-01, 8, 0, 0, 27, -14, -34
1.0835e-01, 6, 1, 2, 27, -17, -37
1.0840e-01, 6, 1, 2, 27, -17, -37
1.0845e-01, 5, 5, 3, 27, -17, -35
1.0850e-01, 5, 5, 3, 27, -17, -35
1.0855e-01, 2, 5, 3, 28, -14, -37
1.0860e-01, 2, 5, 3, 28, -14, -37
1.0865e-01, 0, 7, 4, 29, -13, -36
1.0870e-01, 0, 7, 4, 29, -13, -36
1.0875e-01, -2, 8, 6, 29, -10, -38
1.0880e-01, -2, 8, 6, 29, -10, -38
1.0885e-01, -3, 10, 7, 28, -7, -38
1.0890e-01, -3, 10, 7, 28, -7, -38
1.0895e-01, -4, 11, 8, 28, -5, -37
1.0900e-01, -4, 11, 8, 28, -5, -37
1.0905e-01, -4, 15, 10, 26, -5, -37
1.0910e-01, -4, 15, 10, 26, -5, -37
1.0915e-01, -4, 14, 11, 27, -2, -38
1.0920e-01, -4, 14, 11, 27, -2, -38
1.0925e-01, -5, 15, 11, 28, 2, -38
1.0930e-01, -5, 15, 11, 28, 2, -38
1.0935e-01, -5, 16, 14, 26, 6, -35
1.0940e-01, -5, 16, 14, 26, 6, -35
1.0945e-01, -5, 16, 14, 25, 7, -34
1.0950e-01, -5, 16, 14, 25, 7, -34
1.0955e-01, -7, 17, 15, 25, 9, -32
1.0960e-01, -7, 17, 15, 25, 9, -32
1.0965e-01, -7, 17, 16, 23, 12, -32
1.0970e-01, -7, 17, 16, 23, 12, -32
1.0975e-01, -9, 18, 17, 23, 13, -29
1.0980e-01, -9, 18, 17, 23, 13, -29
1.0985e-01, -8, 17, 18, 25, 16, -25
1.0990e-01, -8, 17, 18, 25, 16, -25
1.0995e-01, -9, 19, 18, 22, 17, -24
1.1000e-01, -9, 19, 18, 22, 17, -24
1.1005e-01, -9, 20, 19, 23, 18, -24
1.1010e-01, -9, 20, 19, 23, 18, -24
1.1015e-01, -10, 20, 19, 21, 21, -21
1.1020e-01, -10, 20, 19, 21, 21, -21
1.1025e-01, -13, 20, 19, 23, 20, -18
1.1030e-01, -13, 20, 19, 23, 20, -18
1.1035e-01, -12, 20, 20, 22, 22, -18
1.1040e-01, -12, 20, 20, 22, 22, -18
1.1045e-01, -16, 22, 19, 20, 24, -14
1.1050e-01, -16, 22, 19, 20, 24, -14
1.1055e-01, -18, 22, 19, 20, 22, -13
1.1060e-01, -18, 22, 19, 20, 22, -13
1.1065e-01, -19, 23, 18, 21, 24, -14
1.1070e-01, -19, 23, 18, 21, 24, -14
1.1075e-01, -20, 23, 18, 17, 25, -12
1.1080e-01, -20, 23, 18, 17, 25, -12
1.1085e-01, -22, 22, 18, 17, 25, -12
1.1090e-01, -22, 22, 18, 17, 25, -12
1.1095e-01, -21, 22, 17, 16, 23, -10
1.1100e-01, -21, 22, 17, 16, 23, -10
1.1105e-01, -23, 22, 15, 16, 23, -9
1.1110e-01, -23, 22, 15, 16, 23, -9
1.1115e-01, -21, 21, 14, 14, 24, -11
1.1120e-01, -21, 21, 14, 14, 24, -11
1.1125e-01, -20, 21, 12, 13, 22, -9
1.1130e-01, -20, 21, 12, 13, 22, -9
1.1135e-01, -19, 19, 10, 13, 21, -7
1.1140e-01, -19, 19, 10, 13, 21, -7
1.1145e-01, -16, 18, 10, 12, 18, -5
1.1150e-01, -16, 18, 10, 12, 18, -5
1.1155e-01, -15, 17, 8, 10, 19, -2
1.1160e-01, -15, 17, 8, 10, 19, -2
1.1165e-01, -12, 16, 5, 11, 15, -2
1.1170e-01, -12, 16, 5, 11, 15, -2
1.1175e-01, -12, 16, 3, 9, 14, 1
1.1180e-01, -12, 16, 3, 9, 14, 1
1.1185e-01, -10, 14, 2, 9, 15, 4
1.1190e-01, -10, 14, 2, 9, 15, 4
1.1195e-01, -10, 13, 1, 8, 13, 8
1.1200e-01, -10, 13, 1, 8, 13, 8
1.1205e-01, -11, 13, -2, 8, 13, 14
1.1210e-01, -11, 13, -2, 8, 13, 14
1.1215e-01, -10, 13, -3, 5, 12, 19
1.1220e-01, -10, 13, -3, 5, 12, 19
1.1225e-01, -8, 10, -6, 6, 7, 24
1.1230e-01, -8, 10, -6, 6, 7, 24
1.1235e-01, -8, 10, -7, 6, 8, 30
1.1240e-01, -8, 10, -7, 6, 8, 30
1.1245e-01, -8, 8, -8, 3, 8, 33
1.1250e-01, -8, 8, -8, 3, 8, 33
1.1255e-01, -6, 7, -9, 3, 7, 41
1.1260e-01, -6, 7, -9, 3, 7, 41
1.1265e-01, -6, 5, -10, 2, 8, 46
1.1270e-01, -6, 5, -10, 2, 8, 46
1.1275e-01, -4, 5, -11, 1, 9, 52
1.1280e-01, -4, 5, -11, 1, 9, 52
1.1285e-01, -3, 3, -12, -2, 9, 57
1.1290e-01, -3, 3, -12, -2, 9, 57
1.1295e-01, -3, 0, -13, -2, 9, 61
1.1300e-01, -3, 0, -13, -2, 9, 61
1.1305e-01, 1, 1, -13, -4, 7, 66
1.1310e-01, 1, 1, -13, -4, 7, 66
1.1315e-01, 3, -2, -12, -5, 8, 71
1.1320e-01, 3, -2, -12, -5, 8, 71
1.1325e-01, 4, -3, -13, -8, 8, 74
1.1330e-01, 4, -3, -13, -8, 8, 74
1.1335e-01, 6, -6, -13, -9, 10, 80
1.1340e-01, 6, -6, -13, -9, 10, 80
1.1345e-01, 8, -6, -14, -10, 10, 84
1.1350e-01, 8, -6, -14, -10, 10, 84
1.1355e-01, 10, -7, -13, -12, 9, 86
1.1360e-01, 10, -7, -13, -12, 9, 86
1.1365e-01, 13, -8, -11, -13, 10, 91
1.1370e-01, 13, -8, -11, -13, 10, 91
1.1375e-01, 14, -10, -11, -12, 9, 89
1.1380e-01, 14, -10, -11, -12, 9, 89
1.1385e-01, 18, -11, -10, -14, 9, 91
1.1390e-01, 18, -11, -10, -14, 9, 91
1.1395e-01, 20, -11, -9, -16, 10, 93
1.1400e-01, 20, -11, -9, -16, 10, 93
1.1405e-01, 21, -13, -7, -17, 9, 92
1.1410e-01, 21, -13, -7, -17, 9, 92
1.1415e-01, 23, -13, -6, -16, 8, 93
1.1420e-01, 23, -13, -6, -16, 8, 93
1.1425e-01, 24, -14, -5, -15, 9, 93
1.1430e-01, 24, -14, -5, -15, 9, 93
1.1435e-01, 24, -14, -5, -16, 9, 90
1.1440e-01, 24, -14, -5, -16, 9, 90
1.1445e-01, 26, -14, -4, -18, 9, 91
1.1450e-01, 26, -14, -4, -18, 9, 91
1.1455e-01, 27, -14, -2, -17, 7, 87
1.1460e-01, 27, -14, -2, -17, 7, 87
1.1465e-01, 25, -14, 0, -18, 9, 87
1.1470e-01, 25, -14, 0, -18, 9, 87
1.1475e-01, 25, -14, 0, -18, 12, 84
1.1480e-01, 25, -14, 0, -18, 12, 84
1.1485e-01, 23, -11, 1, -18, 12, 82
1.1490e-01, 23, -11, 1, -18, 12, 82
1.1495e-01, 24, -10, 3, -18, 12, 77
1.1500e-01, 24, -10, 3, -18, 12, 77
1.1505e-01, 22, -8, 5, -17, 18, 77
1.1510e-01, 22, -8, 5, -17, 18, 77
1.1515e-01, 23, -7, 4, -18, 16, 73
1.1520e-01, 23, -7, 4, -18, 16, 73
1.1525e-01, 23, -5, 5, -14, 16, 74
1.1530e-01, 23, -5, 5, -14, 16, 74
1.1535e-01, 21, -3, 6, -15, 16, 70
1.1540e-01, 21, -3, 6, -15, 16, 70
1.1545e-01, 22, 0, 5, -12, 19, 67
1.1550e-01, 22, 0, 5, -12, 19, 67
1.1555e-01, 22, 2, 7, -11, 21, 66
1.1560e-01, 22, 2, 7, -11, 21, 66
1.1565e-01, 22, 6, 7, -11, 18, 62
1.1570e-01, 22, 6, 7, -11, 18, 62
1.1575e-01, 20, 8, 8, -9, 19, 58
1.1580e-01, 20, 8, 8, -9, 19, 58
1.1585e-01, 20, 9, 8, -7, 18, 59
1.1590e-01, 20, 9, 8, -7, 18, 59
1.1595e-01, 17, 11, 9, -4, 19, 55
1.1600e-01, 17, 11, 9, -4, 19, 55
1.1605e-01, 16, 13, 9, -4, 17, 56
1.1610e-01, 16, 13, 9, -4, 17, 56
1.1615e-01, 16, 13, 7, -1, 16, 53
1.1620e-01, 16, 13, 7, -1, 16, 53
1.1625e-01, 13, 13, 7, 0, 15, 52
1.1630e-01, 13, 13, 7, 0, 15, 52
1.1635e-01, 13, 14, 6, 3, 15, 50
1.1640e-01, 13, 14, 6, 3, 15, 50
1.1645e-01, 13, 14, 4, 5, 10, 48
1.1650e-01, 13, 14, 4, 5, 10, 48
1.1655e-01, 12, 13, 4, 7, 6, 46
1.1660e-01, 12, 13, 4, 7, 6, 46
1.1665e-01, 10, 14, 2, 7, 6, 45
1.1670e-01, 10, 14, 2, 7, 6, 45
1.1675e-01, 11, 13, 3, 8, 5, 44
1.1680e-01, 11, 13, 3, 8, 5, 44
1.1685e-01, 11, 14, 2, 10, 2, 42
1.1690e-01, 11, 14, 2, 10, 2, 42
1.1695e-01, 13, 14, 1, 11, 0, 41
1.1700e-01, 13, 14, 1, 11, 0, 41
1.1705e-01, 13, 13, 0, 12, -3, 38
1.1710e-01, 13, 13, 0, 12, -3, 38
1.1715e-01, 14, 14, -1, 13, -6, 34
1.1720e-01, 14, 14, -1, 13, -6, 34
1.1725e-01, 16, 13, -1, 14, -9, 32
1.1730e-01, 16, 13, -1, 14, -9, 32
1.1735e-01, 17, 13, -1, 15, -10, 29
1.1740e-01, 17, 13, -1, 15, -10, 29
1.1745e-01, 18, 15, -3, 15, -13, 28
1.1750e-01, 18, 15, -3, 15, -13, 28
1.1755e-01, 19, 15, -2, 17, -13, 23
1.1760e-01, 19, 15, -2, 17, -13, 23
1.1765e-01, 19, 15, -3, 16, -13, 18
1.1770e-01, 19, 15, -3, 16, -13, 18
1.1775e-01, 19, 14, -2, 15, -15, 16
1.1780e-01, 19, 14, -2, 15, -15, 16
1.1785e-01, 20, 15, 0, 17, -18, 13
1.1790e-01, 20, 15, 0, 17, -18, 13
1.1795e-01, 18, 15, -1, 18, -18, 7
1.1800e-01, 18, 15, -1, 18, -18, 7
1.1805e-01, 17, 15, 0, 18, -19, 2
1.1810e-01, 17, 15, 0, 18, -19, 2
1.1815e-01, 16, 16, -1, 16, -20, 1
1.1820e-01, 16, 16, -1, 16, -20, 1
1.1825e-01, 15, 16, -1, 17, -19, -1
1.1830e-01, 15, 16, -1, 17, -19, -1
1.1835e-01, 14, 17, -3, 18, -20, -6
1.1840e-01, 14, 17, -3, 18, -20, -6
1.1845e-01, 12, 16, 1, 18, -19, -8
1.1850e-01, 12, 16, 1, 18, -19, -8
1.1855e-01, 11, 17, 1, 19, -20, -10
1.1860e-01, 11, 17, 1, 19, -20, -10
1.1865e-01, 10, 17, 0, 19, -19, -14
1.1870e-01, 10, 17, 0, 19, -19, -14
1.1875e-01, 7, 15, 2, 16, -19, -16
1.1880e-01, 7, 15, 2, 16, -19, -16
1.1885e-01, 5, 15, 2, 18, -20, -19
1.1890e-01, 5, 15, 2, 18, -20, -19
1.1895e-01, 4, 14, 2, 18, -21, -23
1.1900e-01, 4, 14, 2, 18, -21, -23
1.1905e-01, 3, 12, 2, 18, -20, -24
1.1910e-01, 3, 12, 2, 18, -20, -24
1.1915e-01, 3, 12, 4, 16, -21, -26
1.1920e-01, 3, 12, 4, 16, -21, -26
1.1925e-01, 1, 9, 4, 16, -21, -28
1.1930e-01, 1, 9, 4, 16, -21, -28
1.1935e-01, 1, 8, 7, 17, -22, -29
1.1940e-01, 1, 8, 7, 17, -22, -29
1.1945e-01, 1, 5, 8, 17, -19, -29
1.1950e-01, 1, 5, 8, 17, -19, -29
1.1955e-01, 3, 2, 7, 16, -20, -27
1.1960e-01, 3, 2, 7, 16, -20, -27
1.1965e-01, 5, 1, 8, 16, -21, -26
1.1970e-01, 5, 1, 8, 16, -21, -26
1.1975e-01, 6, -4, 9, 16, -21, -24
1.1980e-01, 6, -4, 9, 16, -21, -24
1.1985e-01, 5, -7, 10, 15, -22, -22
1.1990e-01, 5, -7, 10, 15, -22, -22
1.1995e-01, 8, -9, 11, 14, -22, -22
1.2000e-01, 8, -9, 11, 14, -22, -22
1.2005e-01, 10, -10, 12, 14, -22, -21
1.2010e-01, 10, -10, 12, 14, -22, -21
1.2015e-01, 10, -12, 12, 13, -22, -18
1.2020e-01, 10, -12, 12, 13, -22, -18
1.2025e-01, 12, -11, 11, 12, -21, -16
1.2030e-01, 12, -11, 11, 12, -21, -16
1.2035e-01, 12, -15, 10, 11, -21, -14
1.2040e-01, 12, -15, 10, 11, -21, -14
1.2045e-01, 13, -13, 12, 10, -21, -13
1.2050e-01, 13, -13, 12, 10, -21, -13
1.2055e-01, 12, -14, 12, 8, -22, -12
1.2060e-01, 12, -14, 12, 8, -22, -12
1.2065e-01, 12, -13, 11, 9, -21, -12
1.2070e-01, 12, -13, 11, 9, -21, -12
1.2075e-01, 11, -14, 11, 8, -20, -14
1.2080e-01, 11, -14, 11, 8, -20, -14
1.2085e-01, 10, -12, 10, 7, -21, -14
1.2090e-01, 10, -12, 10, 7, -21, -14
1.2095e-01, 8, -11, 10, 7, -19, -14
1.2100e-01, 8, -11, 10, 7, -19, -14
1.2105e-01, 9, -12, 8, 6, -20, -17
1.2110e-01, 9, -12, 8, 6, -20, -17
1.2115e-01, 7, -8, 10, 5, -20, -18
1.2120e-01, 7, -8, 10, 5, -20, -18
1.2125e-01, 6, -8, 8, 4, -18, -21
1.2130e-01, 6, -8, 8, 4, -18, -21
1.2135e-01, 4, -6, 8, 3, -17, -22
1.2140e-01, 4, -6, 8, 3, -17, -22
1.2145e-01, 1, -5, 5, 4, -14, -25
1.2150e-01, 1, -5, 5, 4, -14, -25
1.2155e-01, 2, -2, 3, 3, -14, -26
1.2160e-01, 2, -2, 3, 3, -14, -26
1.2165e-01, -2, 0, 4, 1, -14, -28
1.2170e-01, -2, 0, 4, 1, -14, -28
1.2175e-01, -2, 1, 2, 0, -11, -30
1.2180e-01, -2, 1, 2, 0, -11, -30
1.2185e-01, -3, 3, 0, 0, -8, -30
1.2190e-01, -3, 3, 0, 0, -8, -30
1.2195e-01, -4, 6, 0, -2, -9, -29
1.2200e-01, -4, 6, 0, -2, -9, -29
1.2205e-01, -5, 7, -3, -2, -6, -30
1.2210e-01, -5, 7, -3, -2, -6, -30
1.2215e-01, -5, 10, -2, -4, -5, -28
1.2220e-01, -5, 10, -2, -4, -5, -28
1.2225e-01, -6, 10, -3, -5, -3, -25
1.2230e-01, -6, 10, -3, -5, -3, -25
1.2235e-01, -6, 13, -4, -5, -2, -25
1.2240e-01, -6, 13, -4, -5, -2, -25
1.2245e-01, -6, 13, -6, -5, -1, -22
1.2250e-01, -6, 13, -6, -5, -1, -22
1.2255e-01, -7, 14, -7, -7, 1, -19
1.2260e-01, -7, 14, -7, -7, 1, -19
1.2265e-01, -6, 15, -8, -8, 2, -16
1.2270e-01, -6, 15, -8, -8, 2, -16
1.2275e-01, -7, 16, -7, -9, 2, -11
1.2280e-01, -7, 16, -7, -9, 2, -11
1.2285e-01, -8, 15, -9, -9, 3, -9
1.2290e-01, -8, 15, -9, -9, 3, -9
1.2295e-01, -8, 16, -10, -9, 5, -8
1.2300e-01, -8, 16, -10, -9, 5, -8
1.2305e-01, -10, 17, -12, -9, 6, -3
1.2310e-01, -10, 17, -12, -9, 6, -3
1.2315e-01, -12, 16, -10, -9, 5, -1
1.2320e-01, -12, 16, -10, -9, 5, -1
1.2325e-01, -12, 19, -14, -8, 5, 2
1.2330e-01, -12, 19, -14, -8, 5, 2
1.2335e-01, -14, 20, -11, -9, 6, 5
1.2340e-01, -14, 20, -11, -9, 6, 5
1.2345e-01, -16, 19, -13, -8, 6, 9
1.2350e-01, -16, 19, -13, -8, 6, 9
1.2355e-01, -18, 21, -12, -7, 7, 13
1.2360e-01, -18, 21, -12, -7, 7, 13
1.2365e-01, -19, 20, -12, -6, 6, 14
1.2370e-01, -19, 20, -12, -6, 6, 14
1.2375e-01, -21, 22, -13, -5, 10, 16
1.2380e-01, -21, 22, -13, -5, 10, 16
1.2385e-01, -23, 20, -9, -3, 9, 18
1.2390e-01, -23, 20, -9, -3, 9, 18
1.2395e-01, -21, 20, -11, -3, 10, 22
1.2400e-01, -21, 20, -11, -3, 10, 22
1.2405e-01, -20, 22, -11, 1, 12, 24
1.2410e-01, -20, 22, -11, 1, 12, 24
1.2415e-01, -19, 23, -9, 1, 11, 24
1.2420e-01, -19, 23, -9, 1, 11, 24
1.2425e-01, -19, 23, -10, 2, 13, 23
1.2430e-01, -19, 23, -10, 2, 13, 23
1.2435e-01, -16, 22, -6, 4, 13, 23
1.2440e-01, -16, 22, -6, 4, 13, 23
1.2445e-01, -17, 20, -6, 7, 15, 22
1.2450e-01, -17, 20, -6, 7, 15, 22
1.2455e-01, -15, 21, -4, 8, 15, 21
1.2460e-01, -15, 21, -4, 8, 15, 21
1.2465e-01, -13, 18, -3, 9, 17, 19
1.2470e-01, -13, 18, -3, 9, 17, 19
1.2475e-01, -12, 21, -1, 10, 18, 18
1.2480e-01, -12, 21, -1, 10, 18, 18
1.2485e-01, -10, 17, 1, 11, 20, 14
1.2490e-01, -10, 17, 1, 11, 20, 14
1.2495e-01, -9, 18, 4, 13, 19, 14
1.2500e-01, -9, 18, 4, 13, 19, 14
1.2505e-01, -9, 15, 5, 14, 22, 12
1.2510e-01, -9, 15, 5, 14, 22, 12
1.2515e-01, -10, 13, 6, 15, 24, 10
1.2520e-01, -10, 13, 6, 15, 24, 10
1.2525e-01, -8, 15, 7, 18, 22, 9
1.2530e-01, -8, 15, 7, 18, 22, 9
1.2535e-01, -4, 12, 14, 18, 26, 6
1.2540e-01, -4, 12, 14, 18, 26, 6
1.2545e-01, -7, 12, 13, 19, 25, 6
1.2550e-01, -7, 12, 13, 19, 25, 6
1.2555e-01, -8, 10, 16, 22, 25, 6
1.2560e-01, -8, 10, 16, 22, 25, 6
1.2565e-01, -4, 12, 18, 23, 25, 7
1.2570e-01, -4, 12, 18, 23, 25, 7
1.2575e-01, -4, 6, 18, 24, 26, 8
1.2580e-01, -4, 6, 18, 24, 26, 8
1.2585e-01, -2, 6, 19, 25, 26, 8
1.2590e-01, -2, 6, 19, 25, 26, 8
1.2595e-01, -1, 9, 22, 26, 27, 11
1.2600e-01, -1, 9, 22, 26, 27, 11
1.2605e-01, 4, 6, 23, 27, 27, 13
1.2610e-01, 4, 6, 23, 27, 27, 13
1.2615e-01, 2, 6, 26, 28, 27, 15
1.2620e-01, 2, 6, 26, 28, 27, 15
1.2625e-01, 6, 2, 27, 29, 27, 18
1.2630e-01, 6, 2, 27, 29, 27, 18
1.2635e-01, 7, 1, 28, 29, 28, 19
1.2640e-01, 7, 1, 28, 29, 28, 19
1.2645e-01, 11, 0, 29, 29, 26, 21
1.2650e-01, 11, 0, 29, 29, 26, 21
1.2655e-01, 13, -3, 31, 29, 27, 24
1.2660e-01, 13, -3, 31, 29, 27, 24
1.2665e-01, 13, -4, 30, 29, 29, 24
1.2670e-01, 13, -4, 30, 29, 29, 24
1.2675e-01, 18, -5, 30, 30, 29, 26
1.2680e-01, 18, -5, 30, 30, 29, 26
1.2685e-01, 19, -7, 30, 29, 28, 27
1.2690e-01, 19, -7, 30, 29, 28, 27
1.2695e-01, 21, -7, 31, 30, 30, 28
1.2700e-01, 21, -7, 31, 30, 30, 28
1.2705e-01, 23, -9, 33, 29, 30, 29
1.2710e-01, 23, -9, 33, 29, 30, 29
1.2715e-01, 24, -11, 31, 28, 32, 29
1.2720e-01, 24, -11, 31, 28, 32, 29
1.2725e-01, 24, -12, 32, 27, 32, 32
1.2730e-01, 24, -12, 32, 27, 32, 32
1.2735e-01, 24, -12, 29, 26, 34, 32
1.2740e-01, 24, -12, 29, 26, 34, 32
1.2745e-01, 25, -12, 29, 27, 34, 35
1.2750e-01, 25, -12, 29, 27, 34, 35
1.2755e-01, 24, -14, 26, 26, 37, 35
1.2760e-01, 24, -14, 26, 26, 37, 35
1.2765e-01, 23, -14, 28, 25, 38, 38
1.2770e-01, 23, -14, 28, 25, 38, 38
1.2775e-01, 25, -14, 26, 24, 38, 41
1.2780e-01, 25, -14, 26, 24, 38, 41
1.2785e-01, 24, -13, 25, 23, 40, 41
1.2790e-01, 24, -13, 25, 23, 40, 41
1.2795e-01, 22, -13, 23, 22, 41, 42
1.2800e-01, 22, -13, 23, 22, 41, 42
1.2805e-01, 24, -14, 25, 21, 42, 42
1.2810e-01, 24, -14, 25, 21, 42, 42
1.2815e-01, 22, -11, 22, 19, 43, 44
1.2820e-01, 22, -11, 22, 19, 43, 44
1.2825e-01, 22, -12, 20, 18, 44, 44
1.2830e-01, 22, -12, 20, 18, 44, 44
1.2835e-01, 22, -10, 18, 17, 45, 44
1.2840e-01, 22, -10, 18, 17, 45, 44
1.2845e-01, 20, -9, 18, 16, 46, 41
1.2850e-01, 20, -9, 18, 16, 46, 41
1.2855e-01, 19, -7, 18, 15, 46, 42
1.2860e-01, 19, -7, 18, 15, 46, 42
1.2865e-01, 19, -2, 19, 14, 45, 40
1.2870e-01, 19, -2, 19, 14, 45, 40
1.2875e-01, 20, -2, 14, 11, 45, 38
1.2880e-01, 20, -2, 14, 11, 45, 38
1.2885e-01, 19, 0, 13, 11, 45, 35
1.2890e-01, 19, 0, 13, 11, 45, 35
1.2895e-01, 18, 5, 14, 10, 44, 34
1.2900e-01, 18, 5, 14, 10, 44, 34
1.2905e-01, 16, 6, 13, 7, 44, 31
1.2910e-01, 16, 6, 13, 7, 44, 31
1.2915e-01, 17, 8, 13, 6, 44, 29
1.2920e-01, 17, 8, 13, 6, 44, 29
1.2925e-01, 13, 10, 12, 5, 41, 26
1.2930e-01, 13, 10, 12, 5, 41, 26
1.2935e-01, 12, 10, 10, 3, 41, 25
1.2940e-01, 12, 10, 10, 3, 41, 25
1.2945e-01, 12, 13, 12, 2, 41, 23
1.2950e-01, 12, 13, 12, 2, 41, 23
1.2955e-01, 14, 13, 10, 1, 38, 21
1.2960e-01, 14, 13, 10, 1, 38, 21
1.2965e-01, 13, 13, 11, 0, 38, 20
1.2970e-01, 13, 13, 11, 0, 38, 20
1.2975e-01, 10, 13, 14, -2, 37, 17
1.2980e-01, 10, 13, 14, -2, 37, 17
1.2985e-01, 14, 13, 13, -2, 34, 15
1.2990e-01, 14, 13, 13, -2, 34, 15
1.2995e-01, 14, 13, 11, -5, 34, 13
1.3000e-01, 14, 13, 11, -5, 34, 13
1.3005e-01, 14, 13, 12, -6, 33, 13
1.3010e-01, 14, 13, 12, -6, 33, 13
1.3015e-01, 17, 15, 13, -7, 32, 9
1.3020e-01, 17, 15, 13, -7, 32, 9
1.3025e-01, 18, 13, 13, -10, 31, 7
1.3030e-01, 18, 13, 13, -10, 31, 7
1.3035e-01, 17, 14, 14, -10, 30, 7
1.3040e-01, 17, 14, 14, -10, 30, 7
1.3045e-01, 18, 14, 14, -13, 29, 4
1.3050e-01, 18, 14, 14, -13, 29, 4
1.3055e-01, 18, 13, 12, -14, 27, 2
1.3060e-01, 18, 13, 12, -14, 27, 2
1.3065e-01, 16, 14, 14, -15, 27, 1
1.3070e-01, 16, 14, 14, -15, 27, 1
1.3075e-01, 19, 15, 13, -16, 25, -2
1.3080e-01, 19, 15, 13, -16, 25, -2
1.3085e-01, 24, 15, 14, -18, 24, -5
1.3090e-01, 13, 15, 14, -18, 24, -5
1.3095e-01, 18, 16, 14, -19, 21, -8
1.3100e-01, 18, 16, 14, -19, 21, -8
1.3105e-01, 13, 14, 12, -20, 20, -10
1.3110e-01, 13, 14, 12, -20, 20, -10
1.3115e-01, 15, 15, 14, -21, 19, -12
1.3120e-01, 15, 15, 14, -21, 19, -12
1.3125e-01, 14, 14, 16, -22, 16, -17
1.3130e-01, 14, 14, 16, -22, 16, -17
1.3135e-01, 13, 15, 13, -23, 13, -20
1.3140e-01, 13, 15, 13, -23, 13, -20
1.3145e-01, 9, 16, 16, -23, 12, -23
1.3150e-01, 9, 16, 16, -23, 12, -23
1.3155e-01, 8, 16, 14, -25, 8, -27
1.3160e-01, 8, 16, 14, -25, 8, -27
1.3165e-01, 8, 16, 13, -23, 7, -31
1.3170e-01, 8, 16, 13, -23, 7, -31
1.3175e-01, 8, 16, 13, -25, 3, -33
1.3180e-01, 8, 16, 13, -25, 3, -33
1.3185e-01, 5, 17, 12, -24, 0, -36
1.3190e-01, 5, 17, 12, -24, 0, -36
1.3195e-01, 3, 16, 10, -23, -2, -38
1.3200e-01, 3, 16, 10, -23, -2, -38
1.3205e-01, 1, 17, 9, -22, -5, -41
1.3210e-01, 1, 17, 9, -22, -5, -41
1.3215e-01, 1, 18, 11, -22, -7, -42
1.3220e-01, 1, 18, 11, -22, -7, -42
1.3225e-01, 4, 14, 9, -23, -10, -45
1.3230e-01, 4, 14, 9, -23, -10, -45
1.3235e-01, 2, 14, 8, -22, -13, -47
1.3240e-01, 2, 14, 8, -22, -13, -47
1.3245e-01, 2, 11, 6, -20, -14, -49
1.3250e-01, 2, 11, 6, -20, -14, -49
1.3255e-01, 5, 11, 5, -19, -16, -50
1.3260e-01, 5, 11, 5, -19, -16, -50
1.3265e-01, 9, 7, 6, -18, -19, -51
1.3270e-01, 9, 7, 6, -18, -19, -51
1.3275e-01, 9, 5, 7, -16, -20, -54
1.3280e-01, 9, 5, 7, -16, -20, -54
1.3285e-01, 7, 3, 3, -13, -22, -56
1.3290e-01, 7, 3, 3, -13, -22, -56
1.3295e-01, 7, 0, 4, -12, -24, -57
1.3300e-01, 7, 0, 4, -12, -24, -57
1.3305e-01, 7, -3, 2, -9, -25, -58
1.3310e-01, 7, -3, 2, -9, -25, -58
1.3315e-01, 9, -5, 1, -8, -26, -57
1.3320e-01, 9, -5, 1, -8, -26, -57
1.3325e-01, 10, -6, 0, -7, -27, -58
1.3330e-01, 10, -6, 0, -7, -27, -58
1.3335e-01, 9, -9, -2, -3, -29, -57
1.3340e-01, 9, -9, -2, -3, -29, -57
1.3345e-01, 12, -11, -3, -2, -30, -56
1.3350e-01, 12, -11, -3, -2, -30, -56
1.3355e-01, 9, -11, 0, 0, -31, -55
1.3360e-01, 9, -11, 0, 0, -31, -55
1.3365e-01, 12, -15, -2, 2, -32, -53
1.3370e-01, 12, -15, -2, 2, -32, -53
1.3375e-01, 10, -14, -4, 5, -32, -51
1.3380e-01, 10, -14, -4, 5, -32, -51
1.3385e-01, 11, -15, -4, 8, -32, -49
1.3390e-01, 11, -15, -4, 8, -32, -49
1.3395e-01, 9, -15, -4, 12, -32, -46
1.3400e-01, 9, -15, -4, 12, -32, -46
1.3405e-01, 9, -14, -3, 12, -32, -44
1.3410e-01, 9, -14, -3, 12, -32, -44
