t, a, b, c, d, e, f
5.3600e-02, 15, -15, -5, 7, -33, -45
5.3650e-02, 12, -16, -4, 10, -31, -43
5.3700e-02, 12, -16, -4, 10, -31, -43
5.3750e-02, 14, -14, -6, 10, -32, -42
5.3800e-02, 14, -14, -6, 10, -32, -42
5.3850e-02, 9, -14, -5, 13, -30, -37
5.3900e-02, 9, -14, -5, 13, -30, -37
5.3950e-02, 8, -13, -5, 15, -30, -36
5.4000e-02, 8, -13, -5, 15, -30, -36
5.4050e-02, 6, -12, -6, 14, -28, -34
5.4100e-02, 6, -12, -6, 14, -28, -34
5.4150e-02, 3, -12, -4, 17, -26, -35
5.4200e-02, 3, -12, -4, 17, -26, -35
5.4250e-02, 6, -10, -2, 21, -26, -33
5.4300e-02, 6, -10, -2, 21, -26, -33
5.4350e-02, 1, -9, -2, 22, -24, -31
5.4400e-02, 1, -9, -2, 22, -24, -31
5.4450e-02, 3, -8, -3, 23, -25, -31
5.4500e-02, 3, -8, -3, 23, -25, -31
5.4550e-02, 4, -6, -2, 25, -20, -31
5.4600e-02, 4, -6, -2, 25, -20, -31
5.4650e-02, 2, -1, -2, 26, -21, -32
5.4700e-02, 2, -1, -2, 26, -21, -32
5.4750e-02, 3, -2, 1, 28, -19, -30
5.4800e-02, 3, -2, 1, 28, -19, -30
5.4850e-02, 2, 3, 1, 27, -17, -32
5.4900e-02, 2, 3, 1, 27, -17, -32
5.4950e-02, 4, 5, 6, 28, -13, -32
5.5000e-02, 4, 5, 6, 28, -13, -32
5.5050e-02, 5, 6, 3, 28, -10, -32
5.5100e-02, 5, 6, 3, 28, -10, -32
5.5150e-02, 8, 9, 6, 31, -10, -35
5.5200e-02, 8, 9, 6, 31, -10, -35
5.5250e-02, 8, 9, 7, 30, -8, -35
5.5300e-02, 8, 9, 7, 30, -8, -35
5.5350e-02, 10, 10, 9, 29, -5, -36
5.5400e-02, 10, 10, 9, 29, -5, -36
5.5450e-02, 11, 11, 10, 29, -2, -36
5.5500e-02, 11, 11, 10, 29, -2, -36
5.5550e-02, 12, 13, 10, 29, 1, -35
5.5600e-02, 12, 13, 10, 29, 1, -35
5.5650e-02, 12, 15, 11, 28, 2, -36
5.5700e-02, 12, 15, 11, 28, 2, -36
5.5750e-02, 11, 15, 13, 27, 6, -37
5.5800e-02, 11, 15, 13, 27, 6, -37
5.5850e-02, 12, 16, 14, 26, 9, -36
5.5900e-02, 12, 16, 14, 26, 9, -36
5.5950e-02, 13, 18, 15, 26, 10, -34
5.6000e-02, 13, 18, 15, 26, 10, -34
5.6050e-02, 11, 18, 16, 23, 10, -32
5.6100e-02, 11, 18, 16, 23, 10, -32
5.6150e-02, 12, 19, 16, 24, 12, -31
5.6200e-02, 12, 19, 16, 24, 12, -31
5.6250e-02, 9, 20, 17, 24, 16, -30
5.6300e-02, 9, 20, 17, 24, 16, -30
5.6350e-02, 8, 19, 18, 22, 18, -28
5.6400e-02, 8, 19, 18, 22, 18, -28
5.6450e-02, 0, 21, 18, 22, 19, -22
5.6500e-02, 11, 21, 18, 22, 19, -22
5.6550e-02, 7, 17, 20, 22, 20, -20
5.6600e-02, 7, 17, 20, 22, 20, -20
5.6650e-02, 4, 20, 20, 22, 20, -19
5.6700e-02, 4, 20, 20, 22, 20, -19
5.6750e-02, 2, 21, 20, 20, 22, -14
5.6800e-02, 2, 21, 20, 20, 22, -14
5.6850e-02, 0, 20, 19, 22, 23, -13
5.6900e-02, 0, 20, 19, 22, 23, -13
5.6950e-02, 0, 21, 18, 19, 24, -11
5.7000e-02, 0, 21, 18, 19, 24, -11
5.7050e-02, -2, 22, 17, 19, 24, -8
5.7100e-02, -2, 22, 17, 19, 24, -8
5.7150e-02, -5, 22, 17, 19, 26, -8
5.7200e-02, -5, 22, 17, 19, 26, -8
5.7250e-02, -5, 22, 18, 19, 26, -5
5.7300e-02, -5, 22, 18, 19, 26, -5
5.7350e-02, -5, 22, 16, 15, 22, -4
5.7400e-02, -5, 22, 16, 15, 22, -4
5.7450e-02, -5, 22, 15, 15, 24, -2
5.7500e-02, -5, 22, 15, 15, 24, -2
5.7550e-02, -6, 22, 14, 17, 23, 0
5.7600e-02, -6, 22, 14, 17, 23, 0
5.7650e-02, -7, 22, 13, 14, 22, 1
5.7700e-02, -7, 22, 13, 14, 22, 1
5.7750e-02, -7, 21, 10, 15, 22, 1
5.7800e-02, -7, 21, 10, 15, 22, 1
5.7850e-02, -3, 20, 10, 13, 20, 3
5.7900e-02, -3, 20, 10, 13, 20, 3
5.7950e-02, -10, 20, 7, 12, 18, 5
5.8000e-02, -10, 20, 7, 12, 18, 5
5.8050e-02, -9, 17, 6, 10, 20, 7
5.8100e-02, -9, 17, 6, 10, 9, 7
5.8150e-02, -10, 16, 3, 11, 17, 9
5.8200e-02, -10, 16, 3, 11, 17, 9
5.8250e-02, -12, 13, 2, 10, 15, 13
5.8300e-02, -12, 13, 2, 10, 15, 13
5.8350e-02, -11, 15, 1, 8, 12, 18
5.8400e-02, -11, 15, 1, 8, 12, 18
5.8450e-02, -13, 13, -1, 7, 12, 19
5.8500e-02, -13, 13, -1, 7, 12, 19
5.8550e-02, -12, 12, -2, 7, 10, 25
5.8600e-02, -12, 12, -2, 7, 10, 25
5.8650e-02, -15, 11, -4, 6, 9, 29
5.8700e-02, -15, 11, -4, 6, 9, 42
5.8750e-02, -17, 8, -6, 6, 10, 42
5.8800e-02, -17, 8, -6, 6, 10, 42
5.8850e-02, -17, 7, -7, 3, 5, 42
5.8900e-02, -17, 7, -7, 3, 5, 42
5.8950e-02, -18, 6, -8, 2, 4, 47
5.9000e-02, -18, 6, -8, 2, 4, 47
5.9050e-02, -22, 7, -9, 3, 7, 55
5.9100e-02, -22, 7, -9, 3, 7, 55
5.9150e-02, -21, 6, -10, 2, 5, 61
5.9200e-02, -21, 6, -10, 2, 5, 61
5.9250e-02, -21, 3, -12, -2, 6, 67
5.9300e-02, -21, 3, -12, -2, 6, 67
5.9350e-02, -22, 4, -12, 0, 5, 71
5.9400e-02, -22, 4, -12, 0, 5, 71
5.9450e-02, -22, 1, -14, -2, 3, 74
5.9500e-02, -22, 1, -14, -2, 3, 74
5.9550e-02, -21, -2, -12, -4, 6, 79
5.9600e-02, -21, -2, -12, -4, 6, 79
5.9650e-02, -18, -3, -14, -4, 5, 83
5.9700e-02, -18, -3, -14, -4, 5, 83
5.9750e-02, -18, -5, -13, -8, 6, 86
5.9800e-02, -18, -5, -13, -8, 6, 86
5.9850e-02, -15, -3, -12, -4, 7, 88
5.9900e-02, -15, -3, -12, -4, 7, 88
5.9950e-02, -13, -6, -13, -10, 8, 91
6.0000e-02, -13, -6, -13, -10, 8, 91
6.0050e-02, -13, -8, -11, -11, 7, 93
6.0100e-02, -13, -8, -11, -11, 7, 93
6.0150e-02, -10, -8, -12, -14, 9, 92
6.0200e-02, -10, -8, -12, -14, 9, 92
6.0250e-02, -9, -10, -9, -14, 8, 95
6.0300e-02, -9, -10, -9, -14, 8, 95
6.0350e-02, -7, -11, -10, -14, 10, 94
6.0400e-02, -7, -11, -10, -14, 10, 94
6.0450e-02, -6, -13, -8, -14, 10, 92
6.0500e-02, -6, -13, -8, -14, 10, 92
6.0550e-02, -5, -13, -6, -16, 10, 93
6.0600e-02, -5, -13, -6, -16, 10, 93
6.0650e-02, -6, -14, -5, -17, 9, 93
6.0700e-02, -6, -14, -5, -17, 9, 93
6.0750e-02, -4, -13, -5, -18, 9, 91
6.0800e-02, -4, -13, -5, -18, 9, 91
6.0850e-02, -3, -15, -2, -18, 10, 90
6.0900e-02, -3, -15, -2, -18, 10, 90
6.0950e-02, -3, -14, 0, -19, 9, 85
6.1000e-02, -3, -14, 0, -19, 9, 85
6.1050e-02, -3, -13, 1, -18, 8, 82
6.1100e-02, -3, -13, 1, -18, 8, 82
6.1150e-02, -1, -14, 1, -19, 10, 81
6.1200e-02, -1, -14, 1, -19, 10, 81
6.1250e-02, 0, -11, 2, -19, 9, 77
6.1300e-02, 0, -11, 2, -19, 9, 77
6.1350e-02, 1, -11, 3, -18, 10, 76
6.1400e-02, 1, -11, 3, -18, 10, 76
6.1450e-02, 4, -9, 5, -14, 10, 72
6.1500e-02, 4, -9, 5, -14, 10, 72
6.1550e-02, 4, -8, 6, -18, 13, 70
6.1600e-02, 4, -8, 6, -18, 13, 70
6.1650e-02, 9, -7, 6, -16, 14, 66
6.1700e-02, 9, -7, 6, -16, 14, 66
6.1750e-02, 11, -5, 7, -16, 13, 63
6.1800e-02, 11, -5, 7, -16, 13, 63
6.1850e-02, 13, -4, 6, -16, 13, 64
6.1900e-02, 13, -4, 6, -16, 13, 64
6.1950e-02, 16, 0, 8, -14, 14, 62
6.2000e-02, 16, 0, 8, -14, 14, 62
6.2050e-02, 19, 0, 8, -12, 14, 58
6.2100e-02, 19, 0, 8, -12, 14, 58
6.2150e-02, 19, 5, 9, -9, 15, 55
6.2200e-02, 19, 5, 9, -9, 15, 55
6.2250e-02, 21, 8, 9, -10, 16, 53
6.2300e-02, 21, 8, 9, -10, 16, 53
6.2350e-02, 23, 7, 9, -9, 15, 51
6.2400e-02, 23, 7, 9, -9, 15, 51
6.2450e-02, 24, 11, 7, -7, 18, 48
6.2500e-02, 24, 11, 7, -7, 18, 48
6.2550e-02, 25, 13, 8, -2, 17, 46
6.2600e-02, 25, 13, 8, -2, 17, 46
6.2650e-02, 25, 14, 7, -2, 16, 45
6.2700e-02, 25, 14, 7, -2, 16, 45
6.2750e-02, 26, 14, 6, -5, 13, 42
6.2800e-02, 26, 14, 6, -5, 13, 42
6.2850e-02, 26, 16, 7, 1, 12, 41
6.2900e-02, 26, 16, 7, 1, 12, 41
6.2950e-02, 27, 17, 5, 2, 9, 42
6.3000e-02, 27, 17, 5, 2, 9, 42
6.3050e-02, 28, 15, 3, 2, 5, 41
6.3100e-02, 28, 15, 3, 2, 5, 41
6.3150e-02, 25, 14, 4, 6, 3, 38
6.3200e-02, 25, 14, 4, 6, 3, 38
6.3250e-02, 24, 14, 3, 5, -1, 33
6.3300e-02, 24, 14, 3, 5, -1, 33
6.3350e-02, 23, 14, 2, 10, 1, 35
6.3400e-02, 23, 14, 2, 10, 1, 35
6.3450e-02, 22, 13, 3, 12, -5, 30
6.3500e-02, 22, 13, 3, 12, -5, 30
6.3550e-02, 21, 13, 0, 12, -6, 28
6.3600e-02, 21, 13, 0, 12, -6, 28
6.3650e-02, 22, 13, 0, 14, -7, 26
6.3700e-02, 22, 13, 0, 14, -7, 26
6.3750e-02, 20, 13, -2, 15, -11, 22
6.3800e-02, 20, 13, -2, 15, -11, 22
6.3850e-02, 21, 13, -1, 17, -12, 21
6.3900e-02, 21, 13, -1, 17, -12, 21
6.3950e-02, 18, 14, -2, 17, -13, 18
6.4000e-02, 18, 14, -2, 17, -13, 18
6.4050e-02, 18, 14, -3, 17, -15, 15
6.4100e-02, 18, 14, -3, 17, -15, 15
6.4150e-02, 17, 15, -2, 18, -19, 8
6.4200e-02, 17, 15, -2, 18, -19, 8
6.4250e-02, 16, 15, -3, 18, -19, 5
6.4300e-02, 16, 15, -3, 18, -19, 5
6.4350e-02, 16, 14, -3, 18, -19, 3
6.4400e-02, 16, 14, -3, 18, -19, 3
6.4450e-02, 16, 16, -3, 17, -21, -2
6.4500e-02, 16, 16, -3, 17, -21, -2
6.4550e-02, 13, 15, -3, 19, -22, -5
6.4600e-02, 13, 15, -3, 19, -22, -5
6.4650e-02, 13, 14, -3, 20, -23, -6
6.4700e-02, 13, 14, -3, 20, -23, -6
6.4750e-02, 11, 15, -1, 18, -21, -9
6.4800e-02, 11, 15, -1, 18, -21, -9
6.4850e-02, 11, 16, -2, 20, -22, -14
6.4900e-02, 11, 16, -2, 20, -22, -14
6.4950e-02, 11, 15, 0, 18, -24, -15
6.5000e-02, 11, 15, 0, 18, -24, -15
6.5050e-02, 11, 16, -1, 18, -23, -18
6.5100e-02, 11, 16, -1, 18, -23, -18
6.5150e-02, 11, 14, 1, 18, -22, -21
6.5200e-02, 11, 14, 1, 18, -22, -21
6.5250e-02, 12, 15, 2, 18, -23, -23
6.5300e-02, 12, 15, 2, 18, -23, -23
6.5350e-02, 13, 13, 4, 17, -24, -22
6.5400e-02, 13, 13, 4, 17, -24, -22
6.5450e-02, 15, 13, 3, 19, -22, -26
6.5500e-02, 15, 13, 3, 19, -22, -26
6.5550e-02, 16, 12, 4, 18, -22, -29
6.5600e-02, 16, 12, 4, 18, -22, -29
6.5650e-02, 18, 9, 5, 18, -20, -27
6.5700e-02, 18, 9, 5, 18, -20, -27
6.5750e-02, 18, 8, 7, 18, -20, -29
6.5800e-02, 18, 8, 7, 18, -20, -29
6.5850e-02, 18, 6, 6, 18, -23, -28
6.5900e-02, 18, 6, 6, 18, -23, -28
6.5950e-02, 20, 5, 7, 19, -21, -27
6.6000e-02, 20, 5, 7, 19, -21, -27
6.6050e-02, 20, 2, 8, 18, -25, -29
6.6100e-02, 20, 2, 8, 18, -25, -29
6.6150e-02, 19, 0, 9, 18, -23, -24
6.6200e-02, 19, 0, 9, 18, -23, -24
6.6250e-02, 19, -4, 8, 17, -20, -23
6.6300e-02, 19, -4, 8, 17, -20, -23
6.6350e-02, 17, -6, 10, 16, -19, -22
6.6400e-02, 17, -6, 10, 16, -19, -22
6.6450e-02, 16, -8, 10, 16, -20, -22
6.6500e-02, 16, -8, 10, 16, -20, -22
6.6550e-02, 15, -9, 10, 14, -22, -19
6.6600e-02, 15, -9, 10, 14, -22, -19
6.6650e-02, 13, -12, 10, 14, -22, -21
6.6700e-02, 13, -12, 10, 14, -22, -21
6.6750e-02, 12, -13, 10, 16, -20, -18
6.6800e-02, 12, -13, 10, 16, -20, -18
6.6850e-02, 8, -15, 12, 12, -23, -17
6.6900e-02, 8, -15, 12, 12, -23, -17
6.6950e-02, 7, -14, 10, 12, -22, -15
6.7000e-02, 7, -14, 10, 12, -22, -15
6.7050e-02, 6, -16, 12, 13, -21, -15
6.7100e-02, 6, -16, 12, 13, -21, -15
6.7150e-02, 6, -16, 10, 10, -23, -15
6.7200e-02, 6, -16, 10, 10, -23, -15
6.7250e-02, 4, -15, 11, 9, -19, -14
6.7300e-02, 4, -15, 11, 9, -19, -14
6.7350e-02, 3, -14, 11, 8, -20, -14
6.7400e-02, 3, -14, 11, 8, -20, -14
6.7450e-02, 4, -11, 10, 8, -20, -13
6.7500e-02, 4, -11, 10, 8, -20, -13
6.7550e-02, 2, -12, 8, 6, -18, -15
6.7600e-02, 2, -12, 8, 6, -18, -15
6.7650e-02, 3, -11, 7, 6, -19, -15
6.7700e-02, 3, -11, 7, 6, -19, -15
6.7750e-02, 2, -9, 6, 5, -18, -17
6.7800e-02, 2, -9, 6, 5, -18, -17
6.7850e-02, 3, -6, 4, 5, -16, -17
6.7900e-02, 3, -6, 4, 5, -16, -17
6.7950e-02, 5, -5, 5, 5, -13, -20
6.8000e-02, 5, -5, 5, 5, -13, -20
6.8050e-02, 5, -2, 3, 3, -14, -24
6.8100e-02, 5, -2, 3, 3, -14, -24
6.8150e-02, 8, 1, 2, 2, -12, -27
6.8200e-02, 8, 1, 2, 2, -12, -27
6.8250e-02, 9, 2, 0, 2, -11, -27
6.8300e-02, 9, 2, 0, 2, -11, -27
6.8350e-02, 10, 4, 0, 2, -8, -27
6.8400e-02, 10, 4, 0, 2, -8, -27
6.8450e-02, 11, 4, 0, 1, -7, -27
6.8500e-02, 11, 4, 0, 1, -7, -27
6.8550e-02, 12, 7, -4, 0, -6, -29
6.8600e-02, 12, 7, -4, 0, -6, -29
6.8650e-02, 13, 10, -4, -2, -2, -26
6.8700e-02, 13, 10, -4, -2, -2, -26
6.8750e-02, 13, 11, -5, -2, -2, -26
6.8800e-02, 13, 11, -5, -2, -2, -26
6.8850e-02, 12, 13, -6, -2, 1, -24
6.8900e-02, 12, 13, -6, -2, 1, -24
6.8950e-02, 12, 14, -9, -3, -1, -22
6.9000e-02, 12, 14, -9, -3, -1, -22
6.9050e-02, 11, 15, -7, -4, 5, -17
6.9100e-02, 11, 15, -7, -4, 5, -17
6.9150e-02, 10, 17, -8, -4, 5, -13
6.9200e-02, 10, 17, -8, -4, 5, -13
6.9250e-02, 9, 18, -11, -4, 6, -6
6.9300e-02, 9, 18, -11, -4, 6, -6
6.9350e-02, 6, 17, -9, -6, 6, -3
6.9400e-02, 6, 17, -9, -6, 6, -3
6.9450e-02, 6, 19, -10, -6, 6, 1
6.9500e-02, 6, 19, -10, -6, 6, 1
6.9550e-02, 3, 17, -10, -6, 6, 5
6.9600e-02, 3, 17, -10, -6, 6, 5
6.9650e-02, 3, 19, -12, -6, 7, 10
6.9700e-02, 3, 19, -12, -6, 7, 10
6.9750e-02, 2, 18, -13, -7, 9, 12
6.9800e-02, 2, 18, -13, -7, 9, 12
6.9850e-02, 0, 19, -12, -7, 9, 14
6.9900e-02, 0, 19, -12, -7, 9, 14
6.9950e-02, -2, 21, -11, -6, 10, 17
7.0000e-02, -2, 21, -11, -6, 10, 17
7.0050e-02, -2, 20, -10, -6, 11, 19
7.0100e-02, -2, 20, -10, -6, 11, 19
7.0150e-02, -4, 22, -12, -5, 11, 20
7.0200e-02, -4, 22, -12, -5, 11, 20
7.0250e-02, -4, 21, -11, -6, 10, 23
7.0300e-02, -4, 21, -11, -6, 10, 23
7.0350e-02, -6, 22, -10, -4, 12, 22
7.0400e-02, -6, 22, -10, -4, 12, 22
7.0450e-02, -5, 23, -11, -3, 14, 24
7.0500e-02, -5, 23, -11, -3, 14, 24
7.0550e-02, -7, 24, -9, -1, 14, 24
7.0600e-02, -7, 24, -9, -1, 14, 24
7.0650e-02, -7, 24, -8, -1, 14, 22
7.0700e-02, -7, 24, -8, -1, 14, 22
7.0750e-02, -7, 23, -7, 3, 13, 20
7.0800e-02, -7, 23, -7, 3, 13, 20
7.0850e-02, -9, 22, -5, 3, 16, 19
7.0900e-02, -9, 22, -5, 3, 16, 19
7.0950e-02, -8, 22, -4, 6, 18, 19
7.1000e-02, -8, 22, -4, 6, 18, 19
7.1050e-02, -9, 22, -1, 8, 19, 18
7.1100e-02, -9, 22, -1, 8, 19, 18
7.1150e-02, -9, 21, 0, 10, 21, 19
7.1200e-02, -9, 21, 0, 10, 21, 19
7.1250e-02, -11, 19, 2, 10, 20, 16
7.1300e-02, -11, 19, 2, 10, 20, 16
7.1350e-02, -11, 18, 3, 12, 22, 15
7.1400e-02, -11, 18, 3, 12, 22, 15
7.1450e-02, -14, 15, 6, 15, 22, 14
7.1500e-02, -14, 15, 6, 15, 22, 14
7.1550e-02, -13, 17, 8, 16, 23, 12
7.1600e-02, -13, 17, 8, 16, 23, 12
7.1650e-02, -14, 15, 8, 17, 23, 12
7.1700e-02, -14, 15, 8, 17, 23, 12
7.1750e-02, -15, 14, 11, 19, 26, 9
7.1800e-02, -15, 14, 11, 19, 26, 9
7.1850e-02, -17, 13, 14, 19, 25, 8
7.1900e-02, -17, 13, 14, 19, 25, 8
7.1950e-02, -20, 11, 15, 21, 28, 7
7.2000e-02, -20, 11, 15, 21, 28, 7
7.2050e-02, -20, 10, 18, 22, 27, 6
7.2100e-02, -20, 10, 18, 22, 27, 6
7.2150e-02, -22, 9, 19, 24, 28, 6
7.2200e-02, -22, 9, 19, 24, 28, 6
7.2250e-02, -22, 10, 24, 23, 29, 8
7.2300e-02, -22, 10, 24, 23, 29, 8
7.2350e-02, -22, 8, 25, 24, 29, 9
7.2400e-02, -22, 8, 25, 24, 29, 9
7.2450e-02, -21, 6, 25, 25, 29, 9
7.2500e-02, -21, 6, 25, 25, 29, 9
7.2550e-02, -19, 4, 27, 26, 29, 13
7.2600e-02, -19, 4, 27, 26, 29, 13
7.2650e-02, -17, 5, 28, 28, 30, 16
7.2700e-02, -17, 5, 28, 28, 30, 16
7.2750e-02, -14, 3, 30, 28, 30, 17
7.2800e-02, -14, 3, 30, 28, 30, 17
7.2850e-02, -14, 0, 30, 28, 29, 22
7.2900e-02, -14, 0, 30, 28, 29, 22
7.2950e-02, -13, -1, 31, 29, 31, 26
7.3000e-02, -13, -1, 31, 29, 31, 26
7.3050e-02, -10, -2, 30, 29, 32, 28
7.3100e-02, -10, -2, 30, 29, 32, 28
7.3150e-02, -9, -2, 31, 30, 32, 30
7.3200e-02, -9, -2, 31, 30, 32, 30
7.3250e-02, -7, -5, 33, 29, 32, 35
7.3300e-02, -7, -5, 33, 29, 32, 35
7.3350e-02, -7, -7, 29, 29, 32, 36
7.3400e-02, -7, -7, 29, 29, 32, 36
7.3450e-02, -8, -9, 32, 30, 32, 36
7.3500e-02, -8, -9, 32, 30, 32, 36
7.3550e-02, -7, -8, 32, 29, 32, 37
7.3600e-02, -7, -8, 32, 29, 32, 37
7.3650e-02, -7, -11, 29, 29, 34, 39
7.3700e-02, -7, -11, 29, 29, 34, 39
7.3750e-02, -6, -12, 29, 28, 35, 37
7.3800e-02, -6, -12, 29, 28, 35, 37
7.3850e-02, -5, -13, 28, 27, 34, 39
7.3900e-02, -5, -13, 28, 27, 34, 39
7.3950e-02, -4, -13, 29, 26, 38, 39
7.4000e-02, -4, -13, 29, 26, 38, 39
7.4050e-02, -5, -11, 26, 26, 37, 38
7.4100e-02, -5, -11, 26, 26, 37, 38
7.4150e-02, -1, -14, 26, 25, 38, 40
7.4200e-02, -1, -14, 26, 25, 38, 40
7.4250e-02, 1, -14, 26, 23, 40, 39
7.4300e-02, 1, -14, 26, 23, 40, 39
7.4350e-02, 2, -14, 24, 22, 43, 40
7.4400e-02, 2, -14, 24, 22, 43, 40
7.4450e-02, 5, -14, 23, 21, 41, 40
7.4500e-02, 5, -14, 23, 21, 41, 40
7.4550e-02, 8, -13, 20, 20, 43, 42
7.4600e-02, 8, -13, 20, 20, 43, 42
7.4650e-02, 9, -12, 22, 18, 45, 40
7.4700e-02, 9, -12, 22, 18, 45, 40
7.4750e-02, 13, -11, 21, 18, 46, 39
7.4800e-02, 13, -11, 21, 18, 46, 39
7.4850e-02, 14, -9, 16, 16, 46, 39
7.4900e-02, 14, -9, 16, 16, 46, 39
7.4950e-02, 16, -8, 18, 16, 46, 38
7.5000e-02, 16, -8, 18, 16, 46, 38
7.5050e-02, 19, -5, 16, 14, 47, 39
7.5100e-02, 19, -5, 16, 14, 47, 39
7.5150e-02, 21, -4, 15, 12, 45, 38
7.5200e-02, 21, -4, 15, 12, 45, 38
7.5250e-02, 22, -2, 14, 12, 46, 34
7.5300e-02, 22, -2, 14, 12, 46, 34
7.5350e-02, 23, 1, 13, 10, 47, 34
7.5400e-02, 23, 1, 13, 10, 47, 34
7.5450e-02, 23, 4, 10, 10, 46, 32
7.5500e-02, 23, 4, 10, 10, 46, 32
7.5550e-02, 26, 6, 9, 6, 45, 31
7.5600e-02, 26, 6, 9, 6, 45, 31
7.5650e-02, 26, 8, 10, 7, 43, 28
7.5700e-02, 26, 8, 10, 7, 43, 28
7.5750e-02, 25, 9, 10, 5, 43, 23
7.5800e-02, 25, 9, 10, 5, 43, 23
7.5850e-02, 26, 12, 9, 2, 41, 21
7.5900e-02, 26, 12, 9, 2, 41, 21
7.5950e-02, 25, 13, 10, 3, 41, 18
7.6000e-02, 25, 13, 10, 3, 41, 18
7.6050e-02, 25, 14, 9, 1, 38, 14
7.6100e-02, 25, 14, 9, 1, 38, 14
7.6150e-02, 25, 16, 11, -1, 39, 11
7.6200e-02, 25, 16, 11, -1, 39, 11
7.6250e-02, 24, 15, 9, -3, 36, 10
7.6300e-02, 24, 15, 9, -3, 36, 10
7.6350e-02, 23, 15, 9, -5, 34, 5
7.6400e-02, 23, 15, 9, -5, 34, 5
7.6450e-02, 22, 15, 10, -5, 33, 2
7.6500e-02, 22, 15, 10, -5, 33, 2
7.6550e-02, 23, 15, 10, -7, 33, 2
7.6600e-02, 23, 15, 10, -7, 33, 2
7.6650e-02, 20, 17, 12, -8, 29, 1
7.6700e-02, 20, 17, 12, -8, 29, 1
7.6750e-02, 19, 13, 12, -10, 29, 0
7.6800e-02, 19, 13, 12, -10, 29, 0
7.6850e-02, 19, 13, 11, -11, 27, -2
7.6900e-02, 19, 13, 11, -11, 27, -2
7.6950e-02, 19, 13, 13, -12, 26, -3
7.7000e-02, 19, 13, 13, -12, 26, -3
7.7050e-02, 18, 14, 12, -13, 25, -5
7.7100e-02, 18, 14, 12, -13, 25, -5
7.7150e-02, 17, 14, 10, -15, 23, -7
7.7200e-02, 17, 14, 10, -15, 23, -7
7.7250e-02, 16, 14, 13, -16, 22, -10
7.7300e-02, 16, 14, 13, -16, 22, -10
7.7350e-02, 14, 13, 14, -18, 19, -12
7.7400e-02, 14, 13, 14, -18, 19, -12
7.7450e-02, 14, 16, 12, -19, 18, -13
7.7500e-02, 14, 16, 12, -19, 18, -13
7.7550e-02, 12, 14, 13, -20, 16, -17
7.7600e-02, 12, 14, 13, -20, 16, -17
7.7650e-02, 10, 14, 12, -20, 13, -21
7.7700e-02, 10, 14, 12, -20, 13, -21
7.7750e-02, 14, 16, 13, -21, 13, -24
7.7800e-02, 14, 16, 13, -21, 13, -24
7.7850e-02, 10, 17, 12, -22, 12, -27
7.7900e-02, 10, 17, 12, -22, 12, -27
7.7950e-02, 9, 14, 11, -23, 9, -31
7.8000e-02, 9, 14, 11, -23, 9, -31
7.8050e-02, 11, 15, 12, -24, 6, -34
7.8100e-02, 11, 15, 12, -24, 6, -34
7.8150e-02, 12, 16, 12, -24, 3, -37
7.8200e-02, 12, 16, 12, -24, 3, -37
7.8250e-02, 13, 14, 10, -24, 2, -41
7.8300e-02, 13, 14, 10, -24, 2, -41
7.8350e-02, 13, 14, 10, -24, -2, -44
7.8400e-02, 13, 14, 10, -24, -2, -44
7.8450e-02, 16, 16, 9, -24, -5, -44
7.8500e-02, 16, 16, 9, -24, -5, -44
7.8550e-02, 17, 14, 10, -24, -6, -46
7.8600e-02, 17, 14, 10, -24, -6, -46
7.8650e-02, 18, 14, 7, -22, -10, -50
7.8700e-02, 18, 14, 7, -22, -10, -50
7.8750e-02, 19, 13, 7, -22, -13, -52
7.8800e-02, 19, 13, 7, -22, -13, -52
7.8850e-02, 19, 13, 5, -22, -16, -51
7.8900e-02, 19, 13, 5, -22, -16, -51
7.8950e-02, 18, 11, 6, -20, -18, -53
7.9000e-02, 18, 11, 6, -20, -18, -53
7.9050e-02, 19, 9, 5, -20, -19, -53
7.9100e-02, 19, 9, 5, -20, -19, -53
7.9150e-02, 16, 6, 1, -17, -22, -54
7.9200e-02, 16, 6, 1, -17, -22, -54
7.9250e-02, 18, 5, 2, -16, -24, -55
7.9300e-02, 18, 5, 2, -16, -24, -55
7.9350e-02, 18, 4, 3, -13, -25, -57
7.9400e-02, 18, 4, 3, -13, -25, -57
7.9450e-02, 15, 0, 3, -10, -29, -55
7.9500e-02, 15, 0, 3, -10, -29, -55
7.9550e-02, 14, -3, -1, -10, -29, -55
7.9600e-02, 14, -3, -1, -10, -29, -55
7.9650e-02, 13, -5, -1, -7, -30, -56
7.9700e-02, 13, -5, -1, -7, -30, -56
7.9750e-02, 9, -7, 0, -5, -30, -56
7.9800e-02, 9, -7, 0, -5, -30, -56
7.9850e-02, 8, -7, -2, -4, -31, -54
7.9900e-02, 8, -7, -2, -4, -31, -54
7.9950e-02, 5, -12, -1, 0, -31, -54
8.0000e-02, 5, -12, -1, 0, -31, -54
8.0050e-02, 6, -11, -4, 1, -31, -51
8.0100e-02, 6, -11, -4, 1, -31, -51
8.0150e-02, 7, -13, -3, 3, -31, -50
8.0200e-02, 7, -13, -3, 3, -31, -50
8.0250e-02, 4, -14, -7, 6, -32, -48
8.0300e-02, 4, -14, -7, 6, -32, -48
8.0350e-02, 2, -16, -6, 8, -32, -46
8.0400e-02, 2, -16, -6, 8, -32, -46
